Samples	axisX	axisY	axisZ	DB	Tissue
GTEX-1HSKV-3126-SM-CNNQA	7.956204	-3.403067	10.759808	GTEx	Pituitary
GTEX-1HSMO-0002-SM-EZ6M4	7.4583397	-1.8802218	1.475859	GTEx	Blood
GTEX-1HSMO-0005-SM-ADEGW	6.9612794	9.286784	6.970557	GTEx	Blood
GTEX-1HSMO-0011-R10a-SM-CL54Y	6.562497	10.632961	7.1913505	GTEx	Brain
GTEX-1HSMO-0011-R1a-SM-CM2SV	5.552468	4.490416	5.851155	GTEx	Brain
GTEX-1HSMO-0011-R2a-SM-CL553	7.183386	8.512196	6.8826203	GTEx	Brain
GTEX-1HSMO-0011-R9b-SM-CM2T2	3.3905842	15.497827	3.2639093	GTEx	Brain
GTEX-1HSMO-0126-SM-CL547	3.4745734	6.3584747	3.6568947	GTEx	Skin
GTEX-1HSMO-0226-SM-CGQEZ	2.508494	7.4623857	1.2991312	GTEx	Adipose Tissue
GTEX-1HSMO-0326-SM-CGQF1	5.7604294	6.1103916	5.693639	GTEx	Tibial Nerve
GTEX-1HSMO-0526-SM-ACKXB	3.1200044	15.739555	3.417336	GTEx	Muscle
GTEX-1HSMO-0626-SM-ACKXC	8.877942	8.879674	1.1595384	GTEx	Skin
GTEX-1HSMO-0726-SM-A96TM	3.907694	6.272777	4.685481	GTEx	Thyroid
GTEX-1HSMO-0826-SM-ADEIV	-0.41877922	5.613669	6.945729	GTEx	Breast
GTEX-1HSMO-0926-SM-A96S7	-0.7740586	12.018718	0.015703823	GTEx	Lung
GTEX-1HSMO-1126-SM-CGQF2	2.6141171	6.031614	2.0685868	GTEx	Heart
GTEX-1HSMO-1226-SM-CL548	2.6453445	6.4175673	2.6005821	GTEx	Heart
GTEX-1HSMO-1426-SM-CNNQN	3.5213478	5.67958	4.1947184	GTEx	Adipose Tissue
GTEX-1HSMO-1726-SM-A9SKO	10.800384	14.826583	6.489228	GTEx	Esophagus
GTEX-1HSMO-2026-SM-CNNQO	3.2522075	5.645603	3.5442579	GTEx	Pancreas
GTEX-1HSMO-2326-SM-CGQF3	5.6244154	2.470641	2.9129527	GTEx	Prostate
GTEX-1HSMO-2426-SM-A9G24	2.24974	6.0947175	1.3177248	GTEx	Testis
GTEX-1HSMO-2526-SM-A9SKP	5.632576	5.2717123	6.2338777	GTEx	Large Intestine
GTEX-1HSMO-2926-SM-C1YR5	6.360294	5.950729	6.424762	GTEx	Brain
GTEX-1HSMO-3026-SM-A9G3F	6.0594177	7.0747395	15.439334	GTEx	Brain
GTEX-1HSMO-3126-SM-CNNQP	6.466182	-2.7644255	4.3351665	GTEx	Pituitary
GTEX-1HSMP-0006-SM-AHZ25	3.4967864	14.613646	3.453198	GTEx	Blood
GTEX-1HSMP-0126-SM-E6CJS	2.9134862	6.8534236	2.5345132	GTEx	Skin
GTEX-1HSMP-0226-SM-CGQFI	6.454174	8.000377	5.272606	GTEx	Adipose Tissue
GTEX-1HSMP-0326-SM-A9SMC	2.886366	5.932402	-0.27775976	GTEx	Muscle
GTEX-1HSMP-0526-SM-B2LXI	2.6739278	5.329281	-0.41775674	GTEx	Blood Vessel
GTEX-1HSMP-0826-SM-A9SKW	3.3985863	14.953592	3.3866675	GTEx	Blood Vessel
GTEX-1HSMP-0926-SM-A9SKX	4.6333737	5.4280753	4.4954743	GTEx	Skin
GTEX-1HSMP-1126-SM-B2LXJ	-0.5671688	5.5974	7.8799233	GTEx	Adipose Tissue
GTEX-1HSMP-1326-SM-A96TR	4.509203	5.2918506	3.2017438	GTEx	Lung
GTEX-1HSMP-1826-SM-E9TIB	4.031992	5.416311	2.2562625	GTEx	Esophagus
GTEX-1HSMP-2326-SM-D3L8R	8.082	-3.268346	10.897969	GTEx	Large Intestine
GTEX-1HSMQ-0001-SM-EZ6M5	5.957554	-2.8927517	5.7986436	GTEx	Blood
GTEX-1HSMQ-0006-SM-ARU6N	3.2562356	2.0548115	1.95023	GTEx	Blood
GTEX-1HSMQ-0126-SM-D4P2I	6.711961	8.785677	6.154151	GTEx	Spleen
GTEX-1HSMQ-0226-SM-C1YQL	2.7121615	5.367278	-0.37813097	GTEx	Heart
GTEX-1HSMQ-0326-SM-D4P2J	6.354098	7.2737036	5.8508353	GTEx	Blood Vessel
GTEX-1HSMQ-0426-SM-ADEIM	8.502914	8.04485	1.5579344	GTEx	Heart
GTEX-1HSMQ-0526-SM-A96TY	2.7532353	5.3406816	-0.35844648	GTEx	Thyroid
GTEX-1HSMQ-0626-SM-CL54A	-0.6556873	5.6279387	7.8169074	GTEx	Blood Vessel
GTEX-1HSMQ-0726-SM-B2LXY	6.018137	-0.9402825	13.129779	GTEx	Lung
GTEX-1HSMQ-1026-SM-ADEHU	2.6101687	16.062052	3.7447195	GTEx	Adipose Tissue
GTEX-1HSMQ-1226-SM-CGQFX	6.6554327	8.535191	5.4288063	GTEx	Skin
GTEX-1HSMQ-1326-SM-ADEHS	2.9142756	6.8148413	2.226236	GTEx	Muscle
GTEX-1HSMQ-1426-SM-ADEHT	2.2399907	7.260525	1.0647597	GTEx	Adipose Tissue
GTEX-1HSMQ-1526-SM-ADEIB	3.1203427	5.9856725	-0.37073964	GTEx	Tibial Nerve
GTEX-1HSMQ-1626-SM-CGQFY	6.1235	2.0463886	1.8630571	GTEx	Blood Vessel
GTEX-1HSMQ-1726-SM-B2LXZ	5.18023	5.8223157	5.643994	GTEx	Testis
GTEX-1HSMQ-1826-SM-A9SMJ	3.8841302	5.474065	1.9890059	GTEx	Prostate
GTEX-1HSMQ-1926-SM-A9G3O	7.127319	5.019785	-2.2779112	GTEx	Esophagus
GTEX-1HSMQ-2026-SM-B2LY1	3.5540674	5.6271057	1.5892328	GTEx	Esophagus
GTEX-1HSMQ-2126-SM-CJI3E	3.3390043	2.760655	2.1586454	GTEx	Esophagus
GTEX-1HSMQ-2226-SM-C1YRD	3.8945744	5.476327	2.0191443	GTEx	Small Intestine
GTEX-1HSMQ-2426-SM-CE6RY	3.46377	5.6606927	1.5609769	GTEx	Stomach
GTEX-1HSMQ-2526-SM-A9SMK	3.2183208	15.293614	3.4383664	GTEx	Large Intestine
GTEX-1HSMQ-2626-SM-A9SML	5.270857	4.871664	6.6178846	GTEx	Skin
GTEX-1HSMQ-2726-SM-C1YRE	6.3029537	-3.264761	5.611698	GTEx	Large Intestine
GTEX-1HT8W-0006-SM-A9G17	6.921639	8.343642	7.1238856	GTEx	Blood
GTEX-1HT8W-0011-R1b-SM-CJI3V	7.0355377	7.387279	6.696409	GTEx	Brain
GTEX-1HT8W-0011-R2a-SM-CMKH9	7.192258	8.283491	6.8710585	GTEx	Brain
GTEX-1HT8W-0011-R5b-SM-CJI3P	6.0852857	5.62503	6.1141305	GTEx	Brain
GTEX-1HT8W-0011-R6a-SM-CM2SY	7.2056417	8.216241	6.819504	GTEx	Brain
GTEX-1HT8W-0011-R7b-SM-CMKH8	5.878228	5.048251	6.1289463	GTEx	Brain
GTEX-1HT8W-0011-R8b-SM-CM2SX	3.2290595	15.469187	3.388381	GTEx	Brain
GTEX-1HT8W-0126-SM-CNPPP	3.090187	6.1842675	3.1496606	GTEx	Skin
GTEX-1HT8W-0226-SM-CMKGT	6.6487923	8.613961	5.485036	GTEx	Adipose Tissue
GTEX-1HT8W-0326-SM-CM2SG	2.2076497	8.13391	0.68191737	GTEx	Muscle
GTEX-1HT8W-0426-SM-ADEJA	3.273418	5.8274875	0.10286114	GTEx	Tibial Nerve
GTEX-1HT8W-0526-SM-ACKW9	3.1403651	15.796375	3.3912785	GTEx	Blood Vessel
GTEX-1HT8W-0626-SM-A9G2H	2.2397954	6.503044	1.920432	GTEx	Skin
GTEX-1HT8W-0726-SM-A9SLB	10.160306	0.7917714	4.4549856	GTEx	Adipose Tissue
GTEX-1HT8W-0826-SM-C1YRJ	-0.7105089	12.100437	-0.0507896	GTEx	Liver
GTEX-1HT8W-1326-SM-CGQEN	-0.7880374	5.8596478	6.6620436	GTEx	Heart
GTEX-1HT8W-1426-SM-CE6S2	8.7024	8.659168	1.267834	GTEx	Lung
GTEX-1HT8W-1526-SM-CE6S3	4.8654985	12.317942	8.515402	GTEx	Thyroid
GTEX-1HT8W-1726-SM-CNNQB	2.100429	5.9183807	-0.25341734	GTEx	Heart
GTEX-1HT8W-1826-SM-ADEJD	4.7676077	6.250706	5.701241	GTEx	Blood Vessel
GTEX-1HT8W-2026-SM-CNNQC	6.128202	7.674344	6.6288495	GTEx	Esophagus
GTEX-1HT8W-2126-SM-ACKW7	3.9173605	6.2029324	4.7758064	GTEx	Esophagus
GTEX-1HT8W-2226-SM-CGQEC	5.201421	6.57166	5.99811	GTEx	Breast
GTEX-1HT8W-2326-SM-A9SLA	6.2729783	5.7782187	6.4597793	GTEx	Stomach
GTEX-1HT8W-3026-SM-CGQEO	6.2702403	6.5267806	15.328287	GTEx	Brain
GTEX-1HT8W-3126-SM-CNNQD	8.451707	8.402784	-2.3514419	GTEx	Pituitary
GTEX-1HUB1-0005-SM-ARL74	6.9074244	8.074548	6.7308245	GTEx	Blood
GTEX-1HUB1-0011-R11b-SM-CE6SC	6.944162	9.643328	6.9788966	GTEx	Brain
GTEX-1HUB1-0011-R3b-SM-CKZOX	6.901125	10.091385	7.085233	GTEx	Brain
GTEX-1HUB1-0011-R5a-SM-CKZOY	6.993579	9.804632	7.185288	GTEx	Brain
GTEX-1HUB1-0011-R6b-SM-ARU6W	2.2406878	7.4300394	1.0498565	GTEx	Brain
GTEX-1HUB1-0126-SM-E9U4T	3.1765735	5.9175215	0.7088984	GTEx	Tibial Nerve
GTEX-1HUB1-0226-SM-ADEHI	3.0624373	6.7535243	2.520451	GTEx	Blood Vessel
GTEX-1HUB1-0326-SM-A9SKQ	2.649175	15.947777	3.7465665	GTEx	Adipose Tissue
GTEX-1HUB1-0426-SM-E9U4U	6.6604424	8.53029	5.4532557	GTEx	Skin
GTEX-1HUB1-0526-SM-CL54N	2.141327	5.8709216	-0.334841	GTEx	Muscle
GTEX-1HUB1-0626-SM-CYPR9	6.196205	10.89358	7.462854	GTEx	Blood Vessel
GTEX-1HUB1-0726-SM-CGQF4	8.670277	8.589434	1.2988653	GTEx	Heart
GTEX-1HUB1-1226-SM-B2LWX	2.6781251	15.826049	3.7470808	GTEx	Thyroid
GTEX-1HUB1-1426-SM-CGQF5	3.2232683	6.1991997	3.7356381	GTEx	Skin
GTEX-1HUB1-1526-SM-CGQF6	3.089495	6.5990663	1.5814431	GTEx	Adipose Tissue
GTEX-1HUB1-1626-SM-CM2SL	1.4979559	10.797547	14.437976	GTEx	Breast
GTEX-1HUB1-2026-SM-A96S8	7.0501432	9.034978	6.933401	GTEx	Testis
GTEX-1HUB1-2926-SM-ACKXA	6.2271385	-3.069703	5.2903423	GTEx	Brain
GTEX-1I19N-0006-SM-A9G18	4.965324	3.8908107	5.625608	GTEx	Blood
GTEX-1I19N-0011-R11b-SM-ARU6Y	6.36218	5.7634974	6.1745076	GTEx	Brain
GTEX-1I19N-0011-R5b-SM-ARU6X	6.5627127	5.99709	6.3358207	GTEx	Brain
GTEX-1I19N-0011-R6b-SM-CY8GC	5.9297056	3.6551805	5.6765776	GTEx	Brain
GTEX-1I19N-0011-R9a-SM-CMKHN	2.892025	15.633655	3.5923436	GTEx	Brain
GTEX-1I19N-0126-SM-CYPSF	8.673331	8.61767	1.2774522	GTEx	Skin
GTEX-1I19N-0226-SM-CE6ST	3.0828156	15.309398	3.5307105	GTEx	Thyroid
GTEX-1I19N-0326-SM-ACKVX	3.2544386	6.5712333	2.751843	GTEx	Skin
GTEX-1I19N-0426-SM-ACKVY	-0.7820356	5.850106	6.6704125	GTEx	Adipose Tissue
GTEX-1I19N-0526-SM-A9G27	-2.4552102	2.640935	7.7037244	GTEx	Lung
GTEX-1I19N-0626-SM-A9SKY	2.24092	6.5291667	1.7948769	GTEx	Heart
GTEX-1I19N-1026-SM-A96TT	2.3100562	8.194347	0.7577993	GTEx	Adipose Tissue
GTEX-1I19N-1826-SM-CGQFJ	2.9728165	5.9788227	-0.26028472	GTEx	Tibial Nerve
GTEX-1I19N-1926-SM-CM2TF	5.882625	7.415416	4.727778	GTEx	Blood Vessel
GTEX-1I19N-2026-SM-ACKXJ	1.9858332	6.1354446	1.2388453	GTEx	Muscle
GTEX-1I19N-2226-SM-A96TS	3.7942998	6.114783	4.174815	GTEx	Prostate
GTEX-1I19N-2826-SM-CL55D	6.458073	6.306718	6.500976	GTEx	Breast
GTEX-1I19N-3026-SM-CL55E	6.035982	7.0988955	15.461777	GTEx	Brain
GTEX-1I19N-3126-SM-CNNQQ	6.5013304	0.40572137	-0.6061286	GTEx	Pituitary
GTEX-1I1CD-0005-SM-ADEGY	6.902748	9.875846	7.039581	GTEx	Blood
GTEX-1I1CD-0011-R10b-SM-CJI3W	6.1109653	11.416261	7.4756174	GTEx	Brain
GTEX-1I1CD-0011-R2a-SM-CM2T3	6.7319236	7.358131	6.560002	GTEx	Brain
GTEX-1I1CD-0011-R6b-SM-CJI3Y	5.664681	5.06318	5.891116	GTEx	Brain
GTEX-1I1CD-0011-R7a-SM-CMKHA	6.8957753	8.258888	6.8568006	GTEx	Brain
GTEX-1I1CD-0011-R8b-SM-CJI3X	7.103895	9.397553	6.9589396	GTEx	Brain
GTEX-1I1CD-0011-R9a-SM-CMKHB	2.684638	15.960039	3.7192512	GTEx	Brain
GTEX-1I1CD-0126-SM-CM2TK	3.8840559	5.778724	4.7508097	GTEx	Skin
GTEX-1I1CD-0226-SM-CM2TL	2.5624533	8.007846	1.0973296	GTEx	Adipose Tissue
GTEX-1I1CD-0426-SM-ADEJ6	3.342866	5.7632318	0.33766243	GTEx	Tibial Nerve
GTEX-1I1CD-0526-SM-CL55H	2.998986	15.954975	3.4683297	GTEx	Blood Vessel
GTEX-1I1CD-0626-SM-CE6SW	-0.3488479	5.5771565	7.0441794	GTEx	Skin
GTEX-1I1CD-0926-SM-CL55I	3.5235374	6.074954	3.966093	GTEx	Lung
GTEX-1I1CD-1026-SM-COH3G	2.1289241	5.7982783	-0.4514116	GTEx	Adipose Tissue
GTEX-1I1CD-1226-SM-CNPQ2	5.482561	6.5568576	5.7706757	GTEx	Blood Vessel
GTEX-1I1CD-1326-SM-A9SMM	5.223329	5.935447	6.658807	GTEx	Heart
GTEX-1I1CD-1726-SM-A9G3P	2.7997086	5.692001	1.9460984	GTEx	Esophagus
GTEX-1I1CD-2826-SM-A9SL4	4.8338823	3.1638637	5.037973	GTEx	Large Intestine
GTEX-1I1CD-2926-SM-A96SJ	5.86086	5.169695	6.259768	GTEx	Brain
GTEX-1I1CD-3026-SM-B2LY2	6.0616136	-2.939273	5.4935083	GTEx	Brain
GTEX-1I1GP-0006-SM-A96RJ	12.232574	3.1359282	12.234279	GTEx	Blood
GTEX-1I1GP-0008-SM-EXUT6	5.178459	1.1680406	14.064013	GTEx	Skin
GTEX-1I1GP-0126-SM-CYPSG	4.192837	5.2909636	2.8606172	GTEx	Tibial Nerve
GTEX-1I1GP-0226-SM-CYPSC	8.624135	8.530644	1.3319404	GTEx	Blood Vessel
GTEX-1I1GP-0326-SM-CNPQ4	5.9889965	7.0902123	6.3943806	GTEx	Thyroid
GTEX-1I1GP-0426-SM-COH3N	-0.7801659	5.8476176	6.680281	GTEx	Breast
GTEX-1I1GP-0526-SM-ARL7G	5.5231204	6.8462253	5.822291	GTEx	Lung
GTEX-1I1GP-0626-SM-ARL7H	2.5868027	6.425412	2.3200057	GTEx	Heart
GTEX-1I1GP-0726-SM-B2LVP	4.6410866	12.441683	8.747621	GTEx	Blood Vessel
GTEX-1I1GP-0826-SM-A96SD	2.0956926	5.8518257	-0.41675073	GTEx	Heart
GTEX-1I1GP-0926-SM-COH3O	6.7937465	5.2176037	-2.0255864	GTEx	Blood Vessel
GTEX-1I1GP-1026-SM-C1YRZ	3.3476322	5.5607276	3.2585928	GTEx	Esophagus
GTEX-1I1GP-1126-SM-ARL7I	3.47906	5.6657834	4.203981	GTEx	Esophagus
GTEX-1I1GP-1226-SM-A96SC	3.3170474	15.553032	3.3133242	GTEx	Esophagus
GTEX-1I1GP-1326-SM-A9G28	6.4074574	7.8965664	6.5207043	GTEx	Skin
GTEX-1I1GP-1426-SM-ACKVZ	5.79207	7.2143006	6.3370814	GTEx	Adipose Tissue
GTEX-1I1GP-1826-SM-C1YS1	5.849842	11.369843	7.7582645	GTEx	Adrenal Gland
GTEX-1I1GP-1926-SM-CNNQU	2.0973625	4.940974	2.656213	GTEx	Kidney
GTEX-1I1GP-2026-SM-CE6SZ	6.732053	9.038677	5.5652685	GTEx	Prostate
GTEX-1I1GP-2126-SM-CKZPJ	3.4201846	14.762942	3.4354403	GTEx	Muscle
GTEX-1I1GP-2226-SM-CGQFK	4.003526	5.9304986	4.817903	GTEx	Skin
GTEX-1I1GP-2326-SM-CGQFL	5.714317	2.3912628	2.743268	GTEx	Adipose Tissue
GTEX-1I1GP-2426-SM-B2LXK	3.848641	5.4098945	3.5439923	GTEx	Testis
GTEX-1I1GP-2826-SM-A9SKZ	6.479227	5.744346	15.158369	GTEx	Large Intestine
GTEX-1I1GP-3126-SM-C1YS2	6.300371	-3.2294757	5.5394654	GTEx	Pituitary
GTEX-1I1GQ-0005-SM-ARU6O	4.5985317	2.5486355	4.3516803	GTEx	Blood
GTEX-1I1GQ-0011-R11b-SM-CKZPA	6.49221	6.8676686	6.727043	GTEx	Brain
GTEX-1I1GQ-0011-R1a-SM-CY8GG	7.073583	7.923287	6.7057486	GTEx	Brain
GTEX-1I1GQ-0011-R5a-SM-CMKHJ	7.1597114	8.538883	6.8862557	GTEx	Brain
GTEX-1I1GQ-0011-R6b-SM-CE6SE	7.1641655	8.534998	6.9425244	GTEx	Brain
GTEX-1I1GQ-0011-R7a-SM-CJI41	4.810872	3.248053	5.134348	GTEx	Brain
GTEX-1I1GQ-0011-R8a-SM-C1YRS	-1.6022767	12.1556635	1.5927975	GTEx	Brain
GTEX-1I1GQ-0126-SM-COH3H	3.5253947	6.3687325	3.685743	GTEx	Skin
GTEX-1I1GQ-0226-SM-COH3I	14.846503	4.7829375	-3.6002555	GTEx	Adipose Tissue
GTEX-1I1GQ-0326-SM-A9SKS	2.4099534	8.165801	0.8763838	GTEx	Muscle
GTEX-1I1GQ-0426-SM-ACKVR	3.194866	5.8605905	0.16554248	GTEx	Tibial Nerve
GTEX-1I1GQ-0526-SM-ARL7W	7.877821	7.5244355	1.9845778	GTEx	Blood Vessel
GTEX-1I1GQ-0826-SM-CNNQR	3.324205	5.9568152	3.7614937	GTEx	Thyroid
GTEX-1I1GQ-1026-SM-CNNQS	-0.26535794	5.5299125	8.00628	GTEx	Adipose Tissue
GTEX-1I1GQ-1126-SM-CNNQT	6.51911	9.243398	6.9340796	GTEx	Lung
GTEX-1I1GQ-1226-SM-CL55J	2.0754037	5.968052	-0.22708777	GTEx	Heart
GTEX-1I1GQ-1326-SM-CM2TM	6.110632	10.78842	7.588195	GTEx	Blood Vessel
GTEX-1I1GQ-1426-SM-B2LWY	2.183812	5.8139	-0.38980755	GTEx	Heart
GTEX-1I1GQ-1526-SM-ACKVQ	4.142361	5.9372163	5.061895	GTEx	Blood Vessel
GTEX-1I1GQ-1626-SM-A9SKR	7.272201	5.0244527	-2.2016215	GTEx	Esophagus
GTEX-1I1GQ-1726-SM-B2LWZ	5.3255076	7.025134	5.9550204	GTEx	Esophagus
GTEX-1I1GQ-2026-SM-ARU7F	1.7441397	0.7162237	-2.7913122	GTEx	Adrenal Gland
GTEX-1I1GQ-2226-SM-B2LX1	6.9281983	9.436184	6.890211	GTEx	Pancreas
GTEX-1I1GQ-3026-SM-CL55K	6.4779987	5.735462	15.162044	GTEx	Brain
GTEX-1I1GQ-3126-SM-CGQF7	8.312689	8.949408	-2.439921	GTEx	Pituitary
GTEX-1I1GR-0006-SM-ARL75	4.6752963	2.052678	3.5069518	GTEx	Blood
GTEX-1I1GR-0011-R11a-SM-CM2T5	6.7141967	7.193914	6.880417	GTEx	Brain
GTEX-1I1GR-0011-R3a-SM-CM2T4	6.932943	10.045104	7.136361	GTEx	Brain
GTEX-1I1GR-0011-R4a-SM-CMKHC	7.195409	8.369316	6.8228574	GTEx	Brain
GTEX-1I1GR-0011-R5a-SM-CMKHD	7.2203674	8.25589	6.748714	GTEx	Brain
GTEX-1I1GR-0011-R6a-SM-CMKHI	2.7887592	16.112461	3.6012914	GTEx	Brain
GTEX-1I1GR-0126-SM-CL55F	3.6514676	6.1490026	4.032851	GTEx	Skin
GTEX-1I1GR-0226-SM-CMKHQ	6.7358327	8.980659	5.6318393	GTEx	Adipose Tissue
GTEX-1I1GR-0326-SM-CKZPI	2.579054	7.294355	1.4666063	GTEx	Muscle
GTEX-1I1GR-0426-SM-CM2TG	3.4890313	5.5957785	0.6799513	GTEx	Tibial Nerve
GTEX-1I1GR-0526-SM-CGQEP	-0.5313018	5.6402197	6.953282	GTEx	Blood Vessel
GTEX-1I1GR-0726-SM-B2LWL	6.3170505	10.546622	7.411157	GTEx	Lung
GTEX-1I1GR-1026-SM-A9SLC	8.348355	8.302625	1.4497895	GTEx	Heart
GTEX-1I1GR-1126-SM-A9G2I	4.767082	6.208703	5.6756005	GTEx	Thyroid
GTEX-1I1GR-1226-SM-ACKWA	7.5024853	5.006231	-1.9773743	GTEx	Esophagus
GTEX-1I1GR-1326-SM-ARU7B	3.4657419	5.573294	3.9698055	GTEx	Esophagus
GTEX-1I1GR-1426-SM-CY8H8	10.224808	1.1587313	3.9959526	GTEx	Esophagus
GTEX-1I1GR-1526-SM-CNNQE	3.8736477	6.234648	4.624091	GTEx	Liver
GTEX-1I1GR-1726-SM-COH39	3.3289983	5.568825	3.3522947	GTEx	Adipose Tissue
GTEX-1I1GR-2226-SM-ARL7F	3.7354102	5.783993	4.940493	GTEx	Large Intestine
GTEX-1I1GR-2526-SM-CNNQF	6.8976545	7.6637473	6.796943	GTEx	Large Intestine
GTEX-1I1GR-2926-SM-CNNQG	6.4676986	4.995009	15.330938	GTEx	Brain
GTEX-1I1GR-3026-SM-ARU7C	7.6222687	-2.0970194	1.577956	GTEx	Pituitary
GTEX-1I1GS-0005-SM-DHXIW	4.5988283	1.9589679	3.3624003	GTEx	Blood
GTEX-1I1GS-0011-R11a-SM-C1YRU	6.7223744	8.080257	6.9945655	GTEx	Brain
GTEX-1I1GS-0011-R1a-SM-CJI43	7.1244245	8.5776415	6.8975105	GTEx	Brain
GTEX-1I1GS-0011-R2b-SM-CMKHG	6.676062	7.346004	6.9338803	GTEx	Brain
GTEX-1I1GS-0011-R3b-SM-CYPS7	5.7409544	5.273526	5.9393888	GTEx	Brain
GTEX-1I1GS-0011-R5a-SM-CKZPC	7.0851426	8.087036	6.668899	GTEx	Brain
GTEX-1I1GS-0011-R6b-SM-CMKHE	6.4582696	11.001709	7.3068933	GTEx	Brain
GTEX-1I1GS-0011-R7a-SM-CM2T6	6.710565	7.862874	7.004275	GTEx	Brain
GTEX-1I1GS-0011-R8b-SM-CKZPE	5.8858213	3.5934978	5.6541066	GTEx	Brain
GTEX-1I1GS-0011-R9b-SM-CMKHF	2.6450064	15.894066	3.7809472	GTEx	Brain
GTEX-1I1GS-0126-SM-B2LVW	2.6818752	6.8752346	2.4463518	GTEx	Skin
GTEX-1I1GS-0226-SM-B2LVX	5.9729304	7.473605	4.8366785	GTEx	Adipose Tissue
GTEX-1I1GS-0326-SM-ARL7X	8.780797	8.766107	1.2248977	GTEx	Muscle
GTEX-1I1GS-0726-SM-C1YS7	3.1423254	6.280308	3.4129753	GTEx	Thyroid
GTEX-1I1GS-0926-SM-A9SL5	2.0480764	5.835942	-0.5327213	GTEx	Adipose Tissue
GTEX-1I1GS-1226-SM-EXOHJ	-0.71841633	5.8027673	6.713694	GTEx	Blood Vessel
GTEX-1I1GS-1426-SM-COH3W	5.60294	2.4903271	2.948573	GTEx	Lung
GTEX-1I1GS-1826-SM-C1YS8	6.8166223	5.193188	-2.3007085	GTEx	Testis
GTEX-1I1GS-2126-SM-ARU7G	2.9611766	15.901208	3.5081518	GTEx	Esophagus
GTEX-1I1GS-2626-SM-B2LY3	6.068036	7.0620127	15.432857	GTEx	Skin
GTEX-1I1GS-3226-SM-CNNR5	7.9975405	-3.3623617	10.802616	GTEx	Pituitary
GTEX-1I1GT-0003-SM-EZ6M8	6.026239	-2.9964652	5.7833166	GTEx	Blood
GTEX-1I1GT-0005-SM-A9SK5	6.3922644	5.999753	5.031241	GTEx	Blood
GTEX-1I1GT-0126-SM-B2LWM	3.0462115	5.6244917	0.04097451	GTEx	Adrenal Gland
GTEX-1I1GT-0326-SM-ADEI7	3.1760337	6.723031	2.094546	GTEx	Blood Vessel
GTEX-1I1GT-0426-SM-ADEI8	4.1372614	5.829622	4.736941	GTEx	Tibial Nerve
GTEX-1I1GT-0526-SM-CGQEQ	2.812257	15.794356	3.6442304	GTEx	Adipose Tissue
GTEX-1I1GT-0626-SM-CGQER	6.9076805	8.918827	6.1547832	GTEx	Skin
GTEX-1I1GT-0726-SM-B2LWN	8.15475	7.407501	1.9880282	GTEx	Muscle
GTEX-1I1GT-0826-SM-B2LWO	10.830847	14.857586	6.5189853	GTEx	Thyroid
GTEX-1I1GT-0926-SM-AHZ2G	3.1014256	15.366298	3.487729	GTEx	Pancreas
GTEX-1I1GT-1026-SM-ARZLV	3.9687412	5.7633176	4.0316534	GTEx	Skin
GTEX-1I1GT-1126-SM-ARL7J	3.7355042	5.634817	2.6184309	GTEx	Breast
GTEX-1I1GT-1226-SM-B2LVK	3.618318	6.123489	2.407031	GTEx	Vagina
GTEX-1I1GT-1326-SM-ACKWB	4.065396	5.317489	2.6436143	GTEx	Adipose Tissue
GTEX-1I1GT-1526-SM-ARL7K	4.6315045	5.182561	4.002203	GTEx	Esophagus
GTEX-1I1GT-1626-SM-B2LWR	4.552731	6.8278017	6.518148	GTEx	Esophagus
GTEX-1I1GT-1726-SM-C1YS3	3.823926	5.35863	2.2647195	GTEx	Stomach
GTEX-1I1GT-1826-SM-ARZLW	5.384389	5.425379	6.5997653	GTEx	Small Intestine
GTEX-1I1GT-1926-SM-ARU7D	4.2377214	5.2471538	3.433536	GTEx	Large Intestine
GTEX-1I1GT-2026-SM-CKZPK	12.113309	3.1643317	11.942882	GTEx	Large Intestine
GTEX-1I1GU-0008-SM-EXUT7	6.351489	5.93345	4.887366	GTEx	Skin
GTEX-1I1GU-0226-SM-AHZ2J	10.837271	14.863917	6.525314	GTEx	Adrenal Gland
GTEX-1I1GU-0326-SM-AHZ2K	2.312732	5.4332757	-0.8829553	GTEx	Pancreas
GTEX-1I1GU-0426-SM-ARL7Y	-0.6844717	5.6665382	7.8289557	GTEx	Blood Vessel
GTEX-1I1GU-0526-SM-B2LX2	3.8455477	6.042574	3.0051792	GTEx	Lung
GTEX-1I1GU-0626-SM-CMKHR	5.9849825	2.2274606	2.0767365	GTEx	Adipose Tissue
GTEX-1I1GU-0726-SM-ARU7H	8.450709	7.869788	1.650007	GTEx	Testis
GTEX-1I1GU-0826-SM-ARZM5	3.3178267	15.036017	3.4365265	GTEx	Thyroid
GTEX-1I1GU-0926-SM-ACKVS	3.604872	6.240711	3.2585082	GTEx	Skin
GTEX-1I1GU-1026-SM-ADEHJ	2.1247249	5.0112696	2.6095061	GTEx	Breast
GTEX-1I1GU-1126-SM-A96S9	3.7439203	5.587124	1.8495786	GTEx	Prostate
GTEX-1I1GU-1226-SM-A9SKT	4.1979647	5.417879	2.5562365	GTEx	Esophagus
GTEX-1I1GU-1326-SM-ARZM6	7.33118	5.0117383	-2.7378225	GTEx	Esophagus
GTEX-1I1GU-1426-SM-B2LX3	3.067293	5.65014	0.08247372	GTEx	Esophagus
