Samples	axisX	axisY	axisZ	DB	Tissue
GSM2136958	8.51767	16.238379	4.3572025	GEO	Pancreas
GSM2136959	8.517662	16.238409	4.3571897	GEO	Pancreas
GSM2136960	8.517635	16.238396	4.357223	GEO	Pancreas
GSM2136961	8.517616	16.238375	4.3571563	GEO	Pancreas
GSM2136962	8.517443	16.239046	4.3572392	GEO	Pancreas
GSM2136963	8.517419	16.239014	4.3574266	GEO	Pancreas
GSM2136964	8.517484	16.238987	4.3572893	GEO	Pancreas
GSM2136965	8.517573	16.2388	4.3572264	GEO	Pancreas
GSM2136966	8.51768	16.238739	4.3572464	GEO	Pancreas
GSM2136967	8.517626	16.238585	4.357232	GEO	Pancreas
GSM2136968	8.517631	16.238628	4.357236	GEO	Pancreas
GSM2136969	8.517618	16.238558	4.3572335	GEO	Pancreas
GSM2136970	8.51735	16.239187	4.357437	GEO	Pancreas
GSM2136971	8.517431	16.239134	4.357336	GEO	Pancreas
GSM2136972	8.517571	16.238415	4.357152	GEO	Pancreas
GSM2136973	8.517592	16.238335	4.35721	GEO	Pancreas
GSM2136974	8.517383	16.23915	4.357415	GEO	Pancreas
GSM2136975	8.51739	16.239048	4.3573794	GEO	Pancreas
GSM2136976	8.517513	16.23904	4.3573456	GEO	Pancreas
GSM2136977	8.51741	16.239063	4.3573427	GEO	Pancreas
GSM2136978	1.2313682	0.8485491	3.2565434	GEO	Pancreas
GSM2136979	-0.23212713	2.314949	2.1154222	GEO	Pancreas
GSM2136980	1.2257518	0.9205585	3.2374442	GEO	Pancreas
GSM2136981	-0.23734012	2.3504515	2.1099622	GEO	Pancreas
GSM2136982	1.155129	0.8931483	3.1833682	GEO	Pancreas
GSM2136983	-0.24139991	2.3453665	2.1092396	GEO	Pancreas
GSM2136984	1.206356	0.97505206	3.2124147	GEO	Pancreas
GSM2136985	-0.28633642	2.405652	2.080992	GEO	Pancreas
GSM2136986	9.99097	3.4258287	5.346672	GEO	Pancreas
GSM2143621	10.023246	3.3979168	5.3608255	GEO	Thyroid
GSM2143622	9.853057	3.3794272	5.2462983	GEO	Thyroid
GSM2143623	10.00918	3.3835475	5.318775	GEO	Thyroid
GSM2143624	11.80238	0.42226645	2.330977	GEO	Thyroid
GSM2192648	11.755253	0.4702023	2.3011014	GEO	Breast
GSM2192649	11.800108	0.42293826	2.3265715	GEO	Breast
GSM2192650	11.829672	0.38250035	2.3291883	GEO	Breast
GSM2192652	11.827805	0.38516146	2.3291788	GEO	Breast
GSM2192653	11.769712	0.44538373	2.2530875	GEO	Breast
GSM2192654	11.77692	0.4383134	2.2504005	GEO	Breast
GSM2192655	11.771615	0.4445607	2.2516055	GEO	Breast
GSM2192656	11.77165	0.44346207	2.2535267	GEO	Breast
GSM2192657	11.830185	0.38172567	2.3293836	GEO	Breast
GSM2192658	11.799776	0.42385384	2.3322587	GEO	Breast
GSM2192659	8.2218895	-5.0465255	7.7439227	GEO	Breast
GSM2192660	8.221857	-5.0466723	7.744088	GEO	Breast
GSM2192661	8.221966	-5.046673	7.7442093	GEO	Breast
GSM2192662	8.221863	-5.046631	7.744075	GEO	Breast
GSM2192663	8.222	-5.046673	7.744291	GEO	Breast
GSM2192664	8.222011	-5.0465837	7.7443013	GEO	Breast
GSM2192665	10.243233	10.06075	-3.2474272	GEO	Breast
GSM2192666	10.243032	10.061919	-3.2480571	GEO	Breast
GSM2192667	10.243454	10.063686	-3.2490802	GEO	Breast
GSM2192668	10.243736	10.065231	-3.2500486	GEO	Breast
GSM2192669	10.243545	10.065065	-3.2499478	GEO	Breast
GSM2192670	11.780026	0.43795052	2.2517974	GEO	Breast
GSM2192671	11.753852	0.47248197	2.3055227	GEO	Breast
GSM2192672	11.779213	0.4374913	2.2537317	GEO	Breast
GSM2192673	11.785406	0.43583202	2.2625973	GEO	Breast
GSM2192675	11.786256	0.43467557	2.2656329	GEO	Breast
GSM2192676	11.732802	0.514592	2.3579454	GEO	Breast
GSM2192677	11.738866	0.5027001	2.3451023	GEO	Breast
GSM2192678	11.732168	0.5228631	2.3683982	GEO	Breast
GSM2192680	11.743961	0.49013004	2.3295083	GEO	Breast
GSM2192681	11.735162	0.51397806	2.359699	GEO	Breast
GSM2192682	12.559671	7.572719	7.4502826	GEO	Breast
GSM2192683	12.560689	7.573098	7.4507456	GEO	Breast
GSM2192684	11.746015	0.4853037	2.3224084	GEO	Breast
GSM2192685	12.5650425	7.5741553	7.453486	GEO	Breast
GSM2192686	1.3866996	10.447666	-1.6100417	GEO	Breast
GSM2192687	1.3875415	10.447451	-1.6095799	GEO	Breast
GSM2192688	7.679084	-4.738969	6.479682	GEO	Breast
GSM2192689	7.677931	-4.7376204	6.479241	GEO	Breast
GSM2192692	7.677885	-4.7376857	6.479123	GEO	Breast
GSM2192694	7.6781044	-4.737841	6.479257	GEO	Breast
GSM2192695	7.6782837	-4.738115	6.4791474	GEO	Breast
GSM2192698	7.678488	-4.738182	6.479151	GEO	Breast
GSM2192699	7.6795487	-4.7346826	6.4782596	GEO	Breast
GSM2192700	7.6779556	-4.737398	6.4789977	GEO	Breast
GSM2192701	7.6780386	-4.7376766	6.4790688	GEO	Breast
GSM2192702	7.6781487	-4.737751	6.479065	GEO	Breast
GSM2192703	7.678317	-4.737865	6.4790564	GEO	Breast
GSM2192704	7.678288	-4.737823	6.479091	GEO	Breast
GSM2192705	7.6783037	-4.737712	6.478999	GEO	Breast
GSM2192706	5.997706	5.9201384	7.0883975	GEO	Breast
GSM2212666	2.941477	2.1618547	5.3266864	GEO	Large Intestine
GSM2212667	2.6110692	3.5140073	6.289981	GEO	Large Intestine
GSM2212668	4.3504705	3.662407	5.8308086	GEO	Large Intestine
GSM2212689	5.9225745	5.8179483	7.0565057	GEO	Large Intestine
GSM2212716	5.252511	4.8861194	6.5788155	GEO	Large Intestine
GSM2212755	5.806288	3.094029	4.4444213	GEO	Large Intestine
GSM2225088	5.8095617	3.0972545	4.454661	GEO	Blood
GSM2225089	5.812149	3.1049228	4.4646964	GEO	Blood
GSM2225090	-0.7429146	2.7382119	1.8211538	GEO	Blood
GSM2243543	-0.0029366165	11.130594	4.411639	GEO	Brain
GSM2243550	3.07391	2.2690651	5.177291	GEO	Brain
GSM2243612	1.8606803	0.99000764	3.7575386	GEO	Brain
GSM2243672	-1.0195131	3.0682182	1.5520806	GEO	Brain
GSM2243788	-2.791478	3.8257332	0.34559995	GEO	Brain
GSM2243828	-0.7359326	2.4458365	1.7308837	GEO	Brain
GSM2244006	-0.42535442	10.694802	5.9001594	GEO	Brain
GSM2244149	-1.1586659	11.369505	5.605916	GEO	Brain
GSM2244175	-1.070255	11.464004	5.68774	GEO	Brain
GSM2244244	4.450405	2.0246234	3.4674923	GEO	Brain
GSM2244249	-0.37864524	10.596449	5.9336696	GEO	Brain
GSM2244299	-2.6920438	3.7654731	0.42610607	GEO	Brain
GSM2244402	-0.38730434	10.580001	5.9003263	GEO	Brain
GSM2244424	-0.6288293	11.746518	5.767708	GEO	Brain
GSM2244425	-0.51545244	11.879206	5.922356	GEO	Brain
GSM2244432	-0.50802314	2.5825887	1.921211	GEO	Brain
GSM2244732	-0.421039	2.614487	2.0405693	GEO	Brain
GSM2244863	-0.27611053	12.074792	5.992931	GEO	Brain
GSM2246262	-1.0143291	2.7660751	1.6498704	GEO	Brain
GSM2246549	-0.66857713	2.4478369	1.7669964	GEO	Brain
GSM2246909	12.034044	8.742571	12.216349	GEO	Brain
GSM2257549	12.033963	8.742501	12.216217	GEO	Lung
GSM2257550	12.034029	8.7425375	12.216273	GEO	Lung
GSM2257551	12.034075	8.742553	12.216298	GEO	Lung
GSM2257552	12.034034	8.742507	12.216301	GEO	Lung
GSM2257553	12.033909	8.742471	12.216162	GEO	Lung
GSM2257554	12.031644	8.743071	12.215959	GEO	Lung
GSM2257555	12.034053	8.742635	12.216474	GEO	Lung
GSM2257556	12.034011	8.742505	12.216333	GEO	Lung
GSM2257557	12.033965	8.742512	12.216262	GEO	Lung
GSM2257558	-1.3547909	11.709239	10.474353	GEO	Lung
GSM2257559	-1.3549161	11.709312	10.474115	GEO	Skin
GSM2257560	-1.3547845	11.709419	10.474571	GEO	Skin
GSM2257561	-1.3547709	11.7091875	10.474173	GEO	Skin
GSM2257562	-1.3549956	11.709353	10.474598	GEO	Skin
GSM2257563	-1.3547206	11.709462	10.474564	GEO	Skin
GSM2257564	-1.354708	11.709378	10.47454	GEO	Skin
GSM2257565	-1.3541555	11.709236	10.4745455	GEO	Skin
GSM2257566	-1.3551391	11.706884	10.471249	GEO	Skin
GSM2257567	-1.3548373	11.7080145	10.4726	GEO	Skin
GSM2257568	-1.3549227	11.709147	10.474039	GEO	Skin
GSM2257569	-1.3547844	11.709044	10.4739065	GEO	Skin
GSM2257570	8.486099	3.3885353	4.8914213	GEO	Skin
GSM2264866	5.7682533	3.0907211	4.476761	GEO	Blood
GSM2264867	8.460829	3.3873553	4.881381	GEO	Blood
GSM2264868	9.448287	3.8342285	5.110176	GEO	Blood
GSM2288685	9.44485	3.842257	5.1139355	GEO	Kidney
GSM2288686	9.460385	3.85005	5.1107097	GEO	Kidney
GSM2288687	9.409934	3.8131745	5.1023607	GEO	Kidney
GSM2288688	9.498137	3.6543021	5.162173	GEO	Kidney
GSM2288689	9.527147	3.6814563	5.1704926	GEO	Kidney
GSM2288690	9.518767	3.6772592	5.167429	GEO	Kidney
GSM2288691	9.50622	3.702894	5.159423	GEO	Kidney
GSM2288692	9.442097	3.3671775	5.1795077	GEO	Kidney
GSM2288693	9.415308	3.381806	5.177991	GEO	Kidney
GSM2288694	9.404615	3.365157	5.175496	GEO	Kidney
GSM2288695	9.414992	3.3567748	5.1732755	GEO	Kidney
GSM2288696	11.225217	8.795912	9.344639	GEO	Kidney
GSM2309534	6.643	8.593498	6.1796913	GEO	Heart
GSM2309535	6.1013885	2.5745378	4.7855935	GEO	Heart
GSM2309536	11.17439	8.80716	9.30954	GEO	Heart
GSM2309537	11.199138	8.79234	9.32663	GEO	Heart
GSM2309538	11.248506	8.785099	9.362783	GEO	Heart
GSM2309539	5.806164	7.3478823	4.5849385	GEO	Heart
GSM2309540	6.920089	8.507532	6.532291	GEO	Heart
GSM2309541	11.231304	8.790273	9.350694	GEO	Heart
GSM2309542	11.2312565	8.789863	9.350844	GEO	Heart
GSM2309543	11.199553	8.788417	9.326192	GEO	Heart
GSM2309544	11.271074	8.764406	9.384668	GEO	Heart
GSM2309545	11.201459	8.794428	9.326743	GEO	Heart
GSM2309546	0.14039624	0.18231122	1.9921727	GEO	Heart
GSM2309547	1.3165493	1.5686879	3.1132126	GEO	Heart
GSM2326184	1.3427423	1.578308	3.1451814	GEO	Blood
GSM2326185	4.371682	2.5047493	4.5973268	GEO	Blood
GSM2326186	1.8019886	1.8587701	3.2870712	GEO	Blood
GSM2326187	12.099852	9.387491	5.466226	GEO	Blood
GSM2350346	12.099749	9.387683	5.4671154	GEO	Blood
GSM2350347	12.089575	9.390468	5.4648657	GEO	Blood
GSM2350348	12.096338	9.388752	5.4664135	GEO	Blood
GSM2350349	12.099765	9.387657	5.4664936	GEO	Blood
GSM2350351	12.10006	9.387421	5.4663544	GEO	Blood
GSM2350352	12.10124	9.387027	5.4658933	GEO	Blood
GSM2350353	12.498675	7.440455	-2.328166	GEO	Blood
GSM2369703	12.470537	7.3854017	-2.3584251	GEO	Blood
GSM2369704	12.172736	7.3697476	-2.5739715	GEO	Blood
GSM2369705	12.145629	7.3680243	-2.5558307	GEO	Blood
GSM2369706	12.134314	7.2124023	-2.6450276	GEO	Blood
GSM2369707	12.141546	7.2610483	-2.6450467	GEO	Blood
GSM2369708	12.111443	7.109101	-2.6078737	GEO	Blood
GSM2369709	12.100104	7.0493507	-2.600682	GEO	Blood
GSM2369710	11.9218855	6.8794327	-2.2768707	GEO	Blood
GSM2369711	11.932105	6.8735714	-2.258883	GEO	Blood
GSM2369712	11.450355	6.7034836	-2.6895683	GEO	Blood
GSM2369713	11.440294	6.697274	-2.6914608	GEO	Blood
GSM2369714	12.523134	7.1653914	-2.1156578	GEO	Blood
GSM2369715	12.529406	7.1713157	-2.1545556	GEO	Blood
GSM2369716	12.475693	7.0308256	-2.0942714	GEO	Blood
GSM2369717	12.459688	7.014156	-2.100242	GEO	Blood
GSM2369718	11.974865	7.3633065	-2.737225	GEO	Blood
GSM2369719	11.998271	7.350413	-2.7603428	GEO	Blood
GSM2369720	11.9738035	7.305806	-2.7768052	GEO	Blood
GSM2369721	12.003001	7.3049183	-2.7619393	GEO	Blood
GSM2369722	11.566159	6.5922275	-2.223981	GEO	Blood
GSM2369723	11.569594	6.5943575	-2.2305412	GEO	Blood
GSM2369724	11.997078	7.0257163	-2.562035	GEO	Blood
GSM2369725	11.8869295	6.9462442	-2.5465336	GEO	Blood
GSM2369726	11.5196085	6.8162827	-2.766933	GEO	Blood
GSM2369727	11.52544	6.806636	-2.755409	GEO	Blood
GSM2369728	11.564648	6.8227377	-2.809638	GEO	Blood
GSM2369729	11.557771	6.827551	-2.8047686	GEO	Blood
GSM2369730	11.922922	7.4846387	-2.6595786	GEO	Blood
GSM2369731	11.908112	7.4864044	-2.6730697	GEO	Blood
GSM2369732	11.531632	6.816607	-2.754102	GEO	Blood
GSM2369733	11.521703	6.775103	-2.7444568	GEO	Blood
GSM2369734	11.664076	6.5951385	-2.1810431	GEO	Blood
GSM2369735	11.634717	6.5911655	-2.2071462	GEO	Blood
GSM2369736	11.496549	6.6358433	-2.6147974	GEO	Blood
GSM2369737	11.47965	6.6461015	-2.6272	GEO	Blood
GSM2369738	11.671147	6.6605177	-2.1846738	GEO	Blood
GSM2369739	11.683547	6.6727395	-2.1968076	GEO	Blood
GSM2369740	11.628861	6.649532	-2.2198517	GEO	Blood
GSM2369741	11.617194	6.6538324	-2.2358003	GEO	Blood
GSM2369742	12.148595	7.3498645	-2.5772426	GEO	Blood
GSM2369743	12.139989	7.3421574	-2.6347299	GEO	Blood
GSM2369744	11.923755	7.297407	-2.69752	GEO	Blood
GSM2369745	11.723503	7.042744	-2.7055495	GEO	Blood
GSM2369746	12.0098915	7.473921	-2.5067225	GEO	Blood
GSM2369747	11.93968	7.4678235	-2.4611766	GEO	Blood
GSM2369748	12.187329	7.346213	-2.537125	GEO	Blood
GSM2369749	12.193286	7.3461714	-2.5242813	GEO	Blood
GSM2369750	11.6225	6.7541428	-2.5606692	GEO	Blood
GSM2369751	11.632632	6.7900686	-2.5771306	GEO	Blood
GSM2369752	10.818953	6.632445	-2.7775853	GEO	Blood
GSM2369753	10.802691	6.6307344	-2.7748966	GEO	Blood
GSM2369754	11.690868	6.741614	-2.6064959	GEO	Blood
GSM2369755	11.651847	6.730091	-2.567617	GEO	Blood
GSM2369756	11.194461	6.412292	-2.3590918	GEO	Blood
GSM2369757	11.154408	6.402251	-2.3759155	GEO	Blood
GSM2369758	10.567696	6.5344267	-2.814848	GEO	Blood
GSM2369759	10.555705	6.523728	-2.8112402	GEO	Blood
GSM2369760	11.908172	7.0873675	-2.4466717	GEO	Blood
GSM2369761	11.845691	7.0833383	-2.4621267	GEO	Blood
GSM2369762	11.306281	6.401318	-2.2679672	GEO	Blood
GSM2369763	11.304963	6.3804727	-2.2493556	GEO	Blood
GSM2369764	11.96436	7.550646	-2.6072617	GEO	Blood
GSM2369765	11.98664	7.586524	-2.59493	GEO	Blood
GSM2369766	12.152596	7.158319	-2.4908202	GEO	Blood
GSM2369767	12.133428	7.1013446	-2.4791868	GEO	Blood
GSM2369768	10.884825	6.6527743	-2.7728748	GEO	Blood
GSM2369769	10.883152	6.64715	-2.7705646	GEO	Blood
GSM2369770	12.519223	7.09076	-2.079878	GEO	Blood
GSM2369771	12.530991	7.1118546	-2.0869684	GEO	Blood
GSM2369772	12.3852215	6.839797	-2.0779684	GEO	Blood
GSM2369773	12.409399	6.916366	-2.0575047	GEO	Blood
GSM2369774	12.052909	7.4265304	-2.6079981	GEO	Blood
GSM2369775	12.077246	7.422138	-2.5871902	GEO	Blood
GSM2369776	11.647835	6.748269	-2.6074915	GEO	Blood
GSM2369777	11.641533	6.7779274	-2.5909374	GEO	Blood
GSM2369778	11.766504	6.808718	-2.5003884	GEO	Blood
GSM2369779	11.779808	6.7497735	-2.477176	GEO	Blood
GSM2369780	12.083194	6.7770095	-2.2454102	GEO	Blood
GSM2369781	12.106974	6.8096256	-2.2467127	GEO	Blood
GSM2369782	11.477227	6.6938157	-2.6292334	GEO	Blood
GSM2369783	11.443576	6.703274	-2.6834862	GEO	Blood
GSM2369784	11.489469	6.6750946	-2.2929091	GEO	Blood
GSM2369785	11.500288	6.693423	-2.283399	GEO	Blood
GSM2369786	11.685651	6.946506	-2.5593154	GEO	Blood
GSM2369787	11.684356	6.95208	-2.5429971	GEO	Blood
GSM2369788	11.861262	7.0338635	-2.836632	GEO	Blood
GSM2369789	11.914954	7.0792665	-2.8153148	GEO	Blood
GSM2369790	11.634964	6.848703	-2.8012667	GEO	Blood
GSM2369791	11.644708	6.862812	-2.806933	GEO	Blood
GSM2369792	11.815636	6.9985166	-2.8377705	GEO	Blood
GSM2369793	11.817088	6.988702	-2.8226945	GEO	Blood
GSM2369794	12.007525	7.212675	-2.7617254	GEO	Blood
GSM2369795	12.021047	7.25736	-2.7596962	GEO	Blood
GSM2369796	11.308869	6.7927113	-2.610746	GEO	Blood
GSM2369797	11.37616	6.802091	-2.6720164	GEO	Blood
GSM2369798	12.113662	7.0488987	-2.4241312	GEO	Blood
GSM2369799	12.184499	7.1521616	-2.4378054	GEO	Blood
GSM2369800	11.299776	6.6943502	-2.5479717	GEO	Blood
GSM2369801	11.330367	6.7146587	-2.5794432	GEO	Blood
GSM2369802	11.031461	6.7178407	-2.6588254	GEO	Blood
GSM2369803	11.122009	6.750025	-2.66212	GEO	Blood
GSM2369804	10.592806	6.5456476	-2.8119047	GEO	Blood
GSM2369805	10.585107	6.54218	-2.8129022	GEO	Blood
GSM2369806	12.248029	7.221	-2.3072672	GEO	Blood
GSM2369807	12.310136	7.328646	-2.3052087	GEO	Blood
GSM2369808	11.375826	6.679265	-2.4950047	GEO	Blood
GSM2369809	11.353429	6.7391615	-2.4578514	GEO	Blood
GSM2369810	11.354759	6.5885935	-2.3510864	GEO	Blood
GSM2369811	11.453837	6.647926	-2.3502126	GEO	Blood
GSM2369812	11.252716	6.5025015	-2.5616853	GEO	Blood
GSM2369813	11.299326	6.543078	-2.5920768	GEO	Blood
GSM2369814	12.607732	7.222011	-2.1530921	GEO	Blood
GSM2369815	12.58162	7.195799	-2.130424	GEO	Blood
GSM2369816	11.530498	6.67587	-2.3665147	GEO	Blood
GSM2369817	11.5374155	6.6884627	-2.3734589	GEO	Blood
GSM2369818	12.050653	7.3329997	-2.5664997	GEO	Blood
GSM2369819	12.031124	7.329152	-2.5769212	GEO	Blood
GSM2369820	11.085372	6.714595	-2.614872	GEO	Blood
GSM2369821	11.075527	6.7368665	-2.6086261	GEO	Blood
GSM2369822	12.543303	7.4563255	-2.2309005	GEO	Blood
GSM2369823	12.546722	7.47793	-2.2440722	GEO	Blood
GSM2369824	12.159829	7.2728095	-2.327177	GEO	Blood
GSM2369825	12.101199	7.267414	-2.3420608	GEO	Blood
GSM2369826	11.866836	6.9780927	-2.5544941	GEO	Blood
GSM2369827	11.872534	6.93636	-2.533811	GEO	Blood
GSM2369828	12.484105	7.3474855	-2.1975431	GEO	Blood
GSM2369829	12.517224	7.3628955	-2.192584	GEO	Blood
GSM2369830	11.431384	6.929445	-2.720316	GEO	Blood
GSM2369831	11.45062	6.9121156	-2.7107265	GEO	Blood
GSM2369832	12.246601	7.568897	-2.4255717	GEO	Blood
GSM2369833	12.25323	7.5709357	-2.4253173	GEO	Blood
GSM2369834	10.759483	6.642399	-2.8120823	GEO	Blood
GSM2369835	10.76796	6.6470056	-2.812327	GEO	Blood
GSM2369836	12.018203	7.1363683	-2.7732744	GEO	Blood
GSM2369837	11.994608	7.1241813	-2.7881289	GEO	Blood
GSM2369838	12.007165	7.2048407	-2.7350197	GEO	Blood
GSM2369839	11.991078	7.1613154	-2.7312891	GEO	Blood
GSM2369840	11.537687	6.7497773	-2.600837	GEO	Blood
GSM2369841	11.5369215	6.7553096	-2.5972333	GEO	Blood
GSM2369842	12.049385	7.1616216	-2.6994452	GEO	Blood
GSM2369843	12.024326	7.127272	-2.7263956	GEO	Blood
GSM2369844	12.018906	6.8644023	-2.1533632	GEO	Blood
GSM2369845	11.957292	6.819617	-2.1520467	GEO	Blood
GSM2369846	11.997276	7.0529313	-2.5925663	GEO	Blood
GSM2369847	11.999786	7.059362	-2.5983882	GEO	Blood
GSM2369848	11.75747	6.945941	-2.508122	GEO	Blood
GSM2369849	11.7044735	6.940734	-2.524565	GEO	Blood
GSM2369850	11.804507	7.0090785	-2.5034993	GEO	Blood
GSM2369851	11.824931	7.0362153	-2.5145369	GEO	Blood
GSM2369852	12.246637	7.395424	-2.4414902	GEO	Blood
GSM2369853	12.239977	7.3871226	-2.4296944	GEO	Blood
GSM2369854	12.082134	7.3217497	-2.4359877	GEO	Blood
GSM2369855	12.078492	7.3290706	-2.4391897	GEO	Blood
GSM2369856	11.672326	7.000151	-2.689113	GEO	Blood
GSM2369857	11.705989	7.043944	-2.704515	GEO	Blood
GSM2369858	12.514529	7.0584865	-2.1008534	GEO	Blood
GSM2369859	12.510926	7.0236197	-2.0865111	GEO	Blood
GSM2369860	11.126396	6.4621263	-2.5214934	GEO	Blood
GSM2369861	11.129733	6.47749	-2.518537	GEO	Blood
GSM2369862	11.139371	6.4438133	-2.511562	GEO	Blood
GSM2369863	11.131989	6.4355917	-2.5163083	GEO	Blood
GSM2369864	12.43221	7.0282226	-2.130827	GEO	Blood
GSM2369865	12.382453	6.9912915	-2.150104	GEO	Blood
GSM2369866	11.318001	7.2396774	-2.7957067	GEO	Blood
GSM2369867	11.329662	7.214085	-2.7944815	GEO	Blood
GSM2369868	12.495339	7.086994	-2.154252	GEO	Blood
GSM2369869	12.486778	7.077184	-2.1493416	GEO	Blood
GSM2369870	12.552298	7.363672	-2.160906	GEO	Blood
GSM2369871	12.526303	7.3823624	-2.1820335	GEO	Blood
GSM2369872	12.160445	7.3638945	-2.6150942	GEO	Blood
GSM2369873	12.181508	7.3466964	-2.6425118	GEO	Blood
GSM2369874	11.462401	6.7059307	-2.3095183	GEO	Blood
GSM2369875	11.488919	6.7099032	-2.3179197	GEO	Blood
GSM2369876	11.549157	6.7372837	-2.256388	GEO	Blood
GSM2369877	11.5384445	6.7176113	-2.248582	GEO	Blood
GSM2369878	11.648631	6.7827787	-2.2765043	GEO	Blood
GSM2369879	11.632686	6.7754693	-2.2660449	GEO	Blood
GSM2369880	11.570405	6.7427316	-2.2713826	GEO	Blood
GSM2369881	11.578295	6.7493515	-2.2716925	GEO	Blood
GSM2369882	11.242582	6.5693593	-2.401354	GEO	Blood
GSM2369883	11.25011	6.571557	-2.3905282	GEO	Blood
GSM2369884	10.57257	6.554308	-2.8296018	GEO	Blood
GSM2369885	10.565546	6.5561876	-2.8327715	GEO	Blood
GSM2369886	11.898755	6.760966	-2.2820117	GEO	Blood
GSM2369887	11.900872	6.757255	-2.2487023	GEO	Blood
GSM2369888	11.073103	6.7116446	-2.6023645	GEO	Blood
GSM2369889	11.016121	6.6960306	-2.6605072	GEO	Blood
GSM2369890	11.920547	7.542547	-2.63656	GEO	Blood
GSM2369891	11.935775	7.5170197	-2.622748	GEO	Blood
GSM2369892	11.646635	6.97441	-2.5654714	GEO	Blood
GSM2369893	11.629257	6.9785247	-2.5756512	GEO	Blood
GSM2369894	11.980705	7.0848246	-2.5006967	GEO	Blood
GSM2369895	12.005405	7.05862	-2.5191312	GEO	Blood
GSM2369896	12.186354	7.7790136	-2.4486268	GEO	Blood
GSM2369897	12.187425	7.809651	-2.4417758	GEO	Blood
GSM2369898	11.439344	6.566404	-2.2118268	GEO	Blood
GSM2369899	11.415454	6.543917	-2.1987567	GEO	Blood
GSM2369900	11.113836	6.689645	-2.5977612	GEO	Blood
GSM2369901	11.119778	6.680988	-2.5805478	GEO	Blood
GSM2369902	11.446591	6.5648074	-2.2144	GEO	Blood
GSM2369903	11.451979	6.5642495	-2.2075593	GEO	Blood
GSM2369904	11.4199	6.552157	-2.1903825	GEO	Blood
GSM2369905	11.405308	6.5429893	-2.2079668	GEO	Blood
GSM2369906	11.741551	6.956007	-2.5105639	GEO	Blood
GSM2369907	11.70893	6.9308743	-2.511278	GEO	Blood
GSM2369908	11.4179	7.071311	-2.7303896	GEO	Blood
GSM2369909	11.422437	7.0666957	-2.7272832	GEO	Blood
GSM2369910	12.079544	7.2185397	-2.4887466	GEO	Blood
GSM2369911	12.120675	7.1854177	-2.4389904	GEO	Blood
GSM2369912	11.956717	7.5556927	-2.595429	GEO	Blood
GSM2369913	11.938397	7.564349	-2.6137178	GEO	Blood
GSM2369914	12.023787	7.3655925	-2.5040953	GEO	Blood
GSM2369915	12.020048	7.405817	-2.5207088	GEO	Blood
GSM2369916	11.966353	7.126486	-2.5168922	GEO	Blood
GSM2369917	11.981721	7.104245	-2.508417	GEO	Blood
GSM2369918	12.056372	7.3137846	-2.3851833	GEO	Blood
GSM2369919	12.009171	7.2418942	-2.4403448	GEO	Blood
GSM2369920	12.492191	7.4999185	-2.2078907	GEO	Blood
GSM2369921	12.500639	7.4928746	-2.2008355	GEO	Blood
GSM2369922	11.498286	6.6691065	-2.3517716	GEO	Blood
GSM2369923	11.517479	6.6465516	-2.32361	GEO	Blood
GSM2369924	10.578707	6.527114	-2.8027678	GEO	Blood
GSM2369925	10.578254	6.5276384	-2.8033495	GEO	Blood
GSM2369926	11.662486	6.7809324	-2.6137254	GEO	Blood
GSM2369927	11.637863	6.731052	-2.631969	GEO	Blood
GSM2369928	11.358673	7.1586337	-2.7673142	GEO	Blood
GSM2369929	11.354255	7.1435113	-2.7725725	GEO	Blood
GSM2369930	11.77018	6.891881	-2.4649231	GEO	Blood
GSM2369931	11.759212	6.8540854	-2.443161	GEO	Blood
GSM2369932	11.536039	6.8725796	-2.7251158	GEO	Blood
GSM2369933	11.519715	6.9115043	-2.7119825	GEO	Blood
GSM2369934	12.182477	7.335486	-2.4936488	GEO	Blood
GSM2369935	12.187095	7.332513	-2.4936142	GEO	Blood
GSM2369936	11.419285	7.0746965	-2.7331238	GEO	Blood
GSM2369937	11.417587	7.0678406	-2.7317595	GEO	Blood
GSM2369938	10.848276	6.651061	-2.7810233	GEO	Blood
GSM2369939	10.84131	6.6512065	-2.7874286	GEO	Blood
GSM2369940	12.571244	7.152053	-2.1103425	GEO	Blood
GSM2369941	12.577557	7.184594	-2.1166153	GEO	Blood
GSM2369942	12.022212	7.243073	-2.720258	GEO	Blood
GSM2369943	12.01359	7.2449346	-2.7248409	GEO	Blood
GSM2369944	11.643088	7.074508	-2.42824	GEO	Blood
GSM2369945	11.693846	7.0991693	-2.4530475	GEO	Blood
GSM2369946	10.872625	6.6477933	-2.7692254	GEO	Blood
GSM2369947	10.923625	6.6177626	-2.7295735	GEO	Blood
GSM2369948	11.960247	7.0734076	-2.786299	GEO	Blood
GSM2369949	11.965423	7.068299	-2.7827287	GEO	Blood
GSM2369950	11.568862	6.92528	-2.526186	GEO	Blood
GSM2369951	11.586946	6.9342246	-2.4966412	GEO	Blood
GSM2369952	11.883793	7.2936296	-2.680313	GEO	Blood
GSM2369953	11.88955	7.300441	-2.6664639	GEO	Blood
GSM2369954	12.072605	7.1084056	-2.6631167	GEO	Blood
GSM2369955	12.022945	7.1260853	-2.6575246	GEO	Blood
GSM2369956	11.9327965	7.6756487	-2.5934865	GEO	Blood
GSM2369957	11.937402	7.710664	-2.5915036	GEO	Blood
GSM2369958	11.864694	7.319927	-2.6311753	GEO	Blood
